row_id,source_actor,source_type,target_actor,target_type,comuna,tipo_conflicto,url
555,Asociación Nacional de Magistrados del Poder Judicial,otro,Consejo Superior de la Corporación Administrativa del Poder Judicial,otro,Vitacura,irregularidad_administrativa,https://interferencia.cl/articulos/supremo-j-e-fuentes-belmar-modifico-reglamento-que-hoy-permite-su-hijo-vivir-en
563,grupo de vecinos de San Miguel,colectivo_vecinal,Dirección Ejecutiva del SEA,otro,San Miguel,ambiental,https://tribunalambiental.cl/sentencia-r-463-2024-proyecto-inmobiliario-en-san-miguel
565,Miguel Lawner Steiman,ciudadano_individual,las inmobiliarias,inmobiliaria,Estación Central,densidad_altura,https://www.latercera.com/culto/2019/04/09/miguel-lawner-premio-2019/
566,Vecinos de La Reina,colectivo_vecinal,Consejo Municipal,municipio,La Reina,densidad_altura,https://www.t13.cl/videos/nacional/vecinos-reina-decidieron-reducir-altura-edificios
568,vecinos del sector,colectivo_vecinal,Minvu,minvu_gobierno,Las Condes,densidad_altura,https://www.pauta.cl/actualidad/2026/04/14/gobierno-impulsa-plan-de-viviendas-sociales-en-el-sector-oriente-con-proyectos-en-las-condes-la-reina-y-la-dehesa.html
569,Servicio de Vivienda y Urbanismo (Serviu RM),otro,Municipalidad de Las Condes y Federación de Tenis de Chile,municipio,Las Condes,irregularidad_administrativa,https://www.ex-ante.cl/nacional/el-proyecto-de-viviendas-sociales-anunciado-por-poduje-cerca-del-parque-arauco-y-la-disputa-legal-por-el-pano/
574,agrupaciones de vecinos de la comuna,colectivo_vecinal,municipalidad de Estación Central,municipio,Estación Central,irregularidad_administrativa,https://www.latercera.com/pulso-pm/noticia/triunfan-los-vecinos-suprema-confirma-que-hay-que-reanudar-procesos-de-invalidacion-de-permisos-en-edificios-de-estacion-central/A4TGDA5JE5FEBA33T2GL6W3YMA/
577,Coordinadora Recuperemos San Miguel,colectivo_vecinal,Inmobiliaria y Constructora de la Base III S.A.,inmobiliaria,San Miguel,ambiental,https://olca.cl/articulo/nota.php?id=109635
578,ciudadanía reclamante,otro,Servicio de Evaluación Ambiental (SEA),otro,San Miguel,ambiental,https://www.ex-ante.cl/economia/paralizacion-de-proyecto-inmobiliario-golpea-con-131-despidos-y-325-millones-en-costos/
609,Junta de Vecinos La Portada,junta_vecinos,Servicio de Evaluación Ambiental (SEA),otro,Ñuñoa,ambiental,https://eldesconcierto.cl/2020/02/11/vecinos-de-nunoa-en-pie-de-guerra-contra-proyecto-inmobiliario-de-alvaro-saieh
611,Asociación de Vecinos y Locatarios de Alonso de Córdova,colectivo_vecinal,concejo municipal de Vitacura,municipio,Vitacura,irregularidad_administrativa,https://www.latercera.com/la-tercera-pm/noticia/batalla-por-cuestionado-proyecto-zoccalo-de-vitacura-llega-a-la-contraloria-por-presuntas-ilegalidades/ZIJVQ7CPIRHSTDZAN5MMA4IMJQ/
612,Inmobiliaria Fundamenta,otro,Comisión de Evaluación de la Región Metropolitana,otro,Ñuñoa,irregularidad_administrativa,https://es.linkedin.com/posts/rodrigosilvasanmiguel_inmobiliaria-fundamenta-detalla-perjuicios-activity-7237803303206596610-Dsw5
614,Fundación Villa San Luis,ong_patrimonial,Consejo Nacional de Monumentos,consejo_monumentos_nacionales,Las Condes,patrimonio,https://www.latercera.com/nacional/noticia/patrimonio-ruinas-la-villa-san-luis-las-condes-se-niega-morir/808323/
616,Cencosud Shopping S.A.,otro,Municipalidad de Vitacura,municipio,Vitacura,irregularidad_administrativa,https://www.biobiochile.cl/noticias/opinion/tu-voz/2023/04/10/cencosud-de-paulmann-dice-que-en-pedir-no-hay-engano.shtml
620,Banco Consorcio,otro,Inmobiliaria y Constructora Francisco de Riveros SpA,inmobiliaria,Vitacura,otro,https://www.latercera.com/pulso/noticia/inmobiliaria-y-constructora-francisco-de-riveros-va-a-la-quiebra-tras-rechazo-de-banco-consorcio-a-su-reorganizacion/
624,los propietarios de terrenos que se sintieron perjudicados,otro,Municipalidad de Lo Barnechea,municipio,Lo Barnechea,impugnacion_plan_regulador,https://www.ciperchile.cl/2019/01/31/el-mega-negocio-inmobiliario-que-enfrenta-a-los-duenos-de-la-nieve/
629,Inmobiliaria Nueva El Golf SpA,otro,Municipalidad de Las Condes,municipio,Las Condes,irregularidad_administrativa,https://www.lanacion.cl/alcaldesa-san-martin-apunta-a-joaquin-lavin-tras-pagar-deuda-por-us-10-millones/
633,un vecino de la Comunidad Ecológica de Peñalolén,ciudadano_individual,la constructora a cargo de su ejecución,inmobiliaria,Peñalolén,otro,https://arhabogados.com/corte-suprema-confirma-fallo-que-rechazo-recurso-de-proteccion-interpuesto-en-contra-de-la-ejecucion-del-proyecto-antupiren-10-001/
638,Cencosud Shopping,otro,Municipalidad de Vitacura,municipio,Vitacura,irregularidad_administrativa,https://www.df.cl/empresas/construccion/alto-las-condes-2-van-casi-dos-anos-y-vitacura-aun-no-define-si-permiso
645,vecinos de Plaza Egaña,colectivo_vecinal,Servicio de Evaluación Ambiental (SEA),otro,Ñuñoa,ambiental,https://www.pauta.cl/ciudad/2023/01/20/reactivacion-de-megaproyecto-de-fundamenta-en-plaza-egana-controversia.html
649,Defendamos la Ciudad,ong_patrimonial,Municipalidad de Las Condes,municipio,Las Condes,densidad_altura,https://eldesconcierto.cl/2025/07/15/otra-irregularidad-en-las-condes-un-edificio-de-22-pisos-en-una-zona-que-permite-una-altura-de-6
657,Inmobiliaria Nueva El Golf SpA,otro,Municipalidad de Las Condes,municipio,Las Condes,irregularidad_administrativa,https://www.latercera.com/nacional/noticia/alcaldesa-san-martin-apunta-a-joaquin-lavin-tras-saldar-deuda-por-us-10-millones-con-inmobiliaria-nueva-el-golf/
660,Felipe Muñoz,concejal_politico,Ministerio de Vivienda y Urbanismo,minvu_gobierno,Estación Central,densidad_altura,https://www.theclinic.cl/2026/08/21/el-polemico-decreto-del-minvu-que-podria-triplicar-los-departamentos-por-edificio-y-que-revive-el-fantasma-de-los-gueto-verticales/
661,vecinos de calle Alonso de Córdoba,colectivo_vecinal,Su Ksa,inmobiliaria,Vitacura,irregularidad_administrativa,https://interferencia.cl/articulos/el-intenso-lobby-del-cunado-de-torrealba-por-su-ksa-una-de-las-inmobiliarias-del-proyecto
663,grupo de vecinos,colectivo_vecinal,Municipalidad de Ñuñoa,municipio,Ñuñoa,impugnacion_plan_regulador,https://interferencia.cl/articulos/altura-de-edificios-en-nunoa-vecinos-logran-fallo-que-demuestra-vicios-en-la
668,Defendamos la Ciudad,ong_patrimonial,Desarrollos La Dehesa SpA,inmobiliaria,Lo Barnechea,ambiental,https://interferencia.cl/articulos/proyecto-ecologico-de-inmobiliaria-ebco-sigue-actividad-comercial-pese-no-tener-resolucion
671,los pobladores de la Villa San Luis,colectivo_vecinal,Joaquin Lavín,municipio,Las Condes,patrimonio,https://fcei.uchile.cl/noticias/145678/periodistas-icei-lanzan-libro-sobre-conflicto-por-viviendas-sociales
677,Fundación Defendamos la Ciudad,otro,DOM de Estación Central,municipio,Estación Central,irregularidad_administrativa,https://www.lemondediplomatique.cl/guetos-verticales-en-estacion-central-violaron-normas-del-plan-regulador-de.html
678,Junta de vecinos de Lo Curro,junta_vecinos,Dirección de Obras de Vitacura,municipio,Vitacura,vial_transito,https://segreader.emol.cl/2018/01/30/A/FU3AMV6C/light?gt=162252
679,Fundación Defendamos la Ciudad,ong_patrimonial,DOM de Las Condes,municipio,Las Condes,irregularidad_administrativa,https://opinion.cooperativa.cl/opinion/politica/a-proposito-de-las-condes-con-una-contraloria-fortalecida-se-puede/2025-10-09/102832.html
682,"Emilia Ríos, alcaldesa de Ñuñoa",otro,Fundamenta,inmobiliaria,Ñuñoa,ambiental,https://www.ex-ante.cl/politica/la-tematica-urbana-en-las-elecciones-municipales-2024-de-la-rm-primera-parte-por-jonathan-orrego/
683,Coordinadora No al Mall Vivo,colectivo_vecinal,Vivo Corp.,inmobiliaria,Ñuñoa,ambiental,https://revistaentorno.cl/no-al-mall-vivo/
686,Comité de Defensa de la Villa San Luis,colectivo_vecinal,Inmobiliaria Lote 18,inmobiliaria,Las Condes,patrimonio,https://www.latercera.com/noticia/villa-san-luis-mas-que-viviendas-sociales-un-monumento-nacional/
687,Inmobiliaria Nueva El Golf,otro,Municipalidad de Las Condes,municipio,Las Condes,irregularidad_administrativa,https://www.latercera.com/la-tercera-pm/noticia/batacazo-de-inmobiliaria-nueva-el-golf-municipio-de-las-condes-debera-pagar-casi-10-mil-millones-tras-error-en-apelacion-ante-la-corte/TGGDFUBKBJGMJK2VG22XBIV6KU/
701,"Inmobiliaria Valle La Dehesa, Inversiones Hacienda Abranquil e Inmobiliaria Las Hojas Dos",otro,Municipalidad de Lo Barnechea,municipio,Lo Barnechea,impugnacion_plan_regulador,https://www.latercera.com/pulso/noticia/conflicto-inmobiliario-en-lo-barnechea-municipio-rechaza-criticas-a-nuevo-plan-regulador-de-algunas-firmas-del-sector/
712,grupo de vecinos de Vitacura,colectivo_vecinal,Comisión de Evaluación Ambiental de la Región Metropolitana,otro,Vitacura,ambiental,https://www.latercera.com/pulso-pm/noticia/autoridad-ambiental-recomienda-rechazar-megaproyecto-inmobiliario-en-vitacura-por-no-ajustar-iniciativa-a-riesgo-sismico-de-falla-de-san-ramon/G3CCWTD5FREP7KTGQIWSVSNNJU/
727,"Tomás Vodanovic, alcalde de Maipú",concejal_politico,Inmobiliaria ICalma,inmobiliaria,Maipú,densidad_altura,https://www.pauta.cl/ciudad/2023/05/26/proyecto-pajaritos-la-polemica-por-tres-torres-que-podrian-construirse.html
729,Cencosud Shopping,otro,Municipalidad de Vitacura,municipio,Vitacura,impugnacion_plan_regulador,https://www.theclinic.cl/2023/05/16/conflicto-cencosud-municipalidad-vitacura-mall-alto-las-condes-2/
743,Inmobiliaria y Comercial Quilicura Limitada,otro,Ilustre Municipalidad de Quilicura,municipio,Quilicura,impugnacion_plan_regulador,https://vlex.cl/vid/797689517
744,los propietarios del inmueble,otro,Seremi de Vivienda Metropolitana,minvu_gobierno,Vitacura,patrimonio,https://www.t13.cl/noticia/ex-ante/nacional/contraloria-deja-cuesta-arriba-proyecto-condominio-lujo-casa-mas-cara-santiago-10-1-2026
747,"Marta Lagos, Bernardo de la Maza o Cristina Bitar",ciudadano_individual,Inmobiliaria L&L Ltda,inmobiliaria,Vitacura,ambiental,https://www.emol.com/noticias/Economia/2023/08/21/1104744/grupo-pg-portezuelo-vitacura.html
750,Fundación Defendamos la Ciudad,ong_patrimonial,Municipalidad de Providencia,municipio,Providencia,irregularidad_administrativa,https://opinion.cooperativa.cl/opinion/medio-ambiente/costanera-center-el-poder-economico-manda/2014-05-17/115937.html
753,Senadores Rincón y Espinoza,otro,grupo inmobiliario,inmobiliaria,Estación Central,irregularidad_administrativa,https://x.com/ciper/status/1936406966739648809
754,Municipalidad de Maipú,otro,Comisión de Evaluación Ambiental de la Región Metropolitana de Santiago,otro,Maipú,ambiental,https://tribunalambiental.cl/sentencia-r-404-2023-municipalidad-maipu-sea-edificio-pajaritos
755,Cencosud,otro,Seremi Metropolitana del Ministerio de Vivienda,minvu_gobierno,Vitacura,irregularidad_administrativa,https://www.emol.com/noticias/Economia/2017/07/17/867189/Alto-Las-Condes-II-la-construccion-que-tiene-enfrentados-a-Paulmann-y-al-alcalde-de-Vitacura.html
763,Contraloría General de la República,otro,inmobiliarias,inmobiliaria,Estación Central,irregularidad_administrativa,https://arquitectura.uc.cl/proyectos/noticias/3531-estacion-central-ya-notifico-a-inmobiliarias-de-procesos-para-invalidar-49-permisos-de-obra.html
764,junta de vecinos de Los Trapenses,junta_vecinos,Municipalidad de Vitacura,municipio,Vitacura,vial_transito,https://www.latercera.com/nacional/noticia/vecinos-del-cerro-alvarado-exigen-obras-mitigar-caos-vial/138676/
766,grupo de vecinos de San Miguel,colectivo_vecinal,inmobiliaria Delabase,inmobiliaria,San Miguel,ambiental,https://www.theclinic.cl/2025/09/22/inmobiliaria-delabase-acusa-graves-perjuicios-tras-anulacion-de-proyecto-de-us42-millones-en-san-miguel-y-arremete-contra-ministros-de-tribunal-ambiental/
773,Junta de Vecinos Lomas del Carmen y Junta de Vecinos Santa Rosa de Huechuraba III,junta_vecinos,Servicio de Evaluación Ambiental (SEA),otro,Huechuraba,densidad_altura,https://tribunalambiental.cl/audiencia-r-263-2020-carmen-oriente-huechuraba/
776,Fundamenta,otro,Comisión de Evaluación Ambiental de la Región Metropolitana,minvu_gobierno,Ñuñoa,ambiental,https://segreader.emol.cl/2022/04/21/A/GN449AUI/light?gt=173001
780,Municipalidad de Vitacura,otro,Cencosud (CencoMalls),inmobiliaria,Vitacura,vial_transito,https://vitacura.cl/noticias/comunicado-respecto-al-proceso-de-invalidacion-del-imiv-del-proyecto-cencomalls/
782,Claudio Orrego,otro,Su Ksa,inmobiliaria,Estación Central,densidad_altura,https://www.latercera.com/paula/una-semana-viviendo-gueto-vertical/
